date_id,hour,outlet_id,device_group,sales_units,sales_revenue,hour_label,territory_id
20250428,0,OUT-001,Phone,5,3925.36,00:00,T-001
20250428,0,OUT-001,Tablet,3,1474.36,00:00,T-001
20250428,0,OUT-001,Wearable,2,344.82,00:00,T-001
20250428,1,OUT-001,Phone,4,3253.72,01:00,T-001
20250428,1,OUT-001,Tablet,4,1881.71,01:00,T-001
20250428,1,OUT-001,Wearable,2,328.42,01:00,T-001
20250428,2,OUT-001,Phone,5,3501.81,02:00,T-001
20250428,2,OUT-001,Tablet,3,1482.4,02:00,T-001
20250428,2,OUT-001,Wearable,2,368.95,02:00,T-001
20250428,3,OUT-001,Phone,5,3436.88,03:00,T-001
20250428,3,OUT-001,Tablet,4,1926.52,03:00,T-001
20250428,3,OUT-001,Wearable,2,333.54,03:00,T-001
20250428,4,OUT-001,Phone,5,4018.39,04:00,T-001
20250428,4,OUT-001,Tablet,3,1245.12,04:00,T-001
20250428,4,OUT-001,Wearable,2,366.61,04:00,T-001
20250428,5,OUT-001,Phone,5,3709.99,05:00,T-001
20250428,5,OUT-001,Tablet,4,1714.05,05:00,T-001
20250428,5,OUT-001,Wearable,2,358.91,05:00,T-001
20250428,6,OUT-001,Phone,6,4825.81,06:00,T-001
20250428,6,OUT-001,Tablet,3,1237.79,06:00,T-001
20250428,6,OUT-001,Wearable,2,391.24,06:00,T-001
20250428,7,OUT-001,Phone,5,3746.96,07:00,T-001
20250428,7,OUT-001,Tablet,4,1897.33,07:00,T-001
20250428,7,OUT-001,Wearable,2,355.69,07:00,T-001
20250428,8,OUT-001,Phone,6,4239.77,08:00,T-001
20250428,8,OUT-001,Tablet,4,1744.23,08:00,T-001
20250428,8,OUT-001,Wearable,2,378.39,08:00,T-001
20250428,9,OUT-001,Phone,38,26605.32,09:00,T-001
20250428,9,OUT-001,Tablet,28,12099.45,09:00,T-001
20250428,9,OUT-001,Wearable,19,3592.66,09:00,T-001
20250428,10,OUT-001,Phone,45,32938.66,10:00,T-001
20250428,10,OUT-001,Tablet,32,14326.82,10:00,T-001
20250428,10,OUT-001,Wearable,15,2899.95,10:00,T-001
20250428,11,OUT-001,Phone,36,29307,11:00,T-001
20250428,11,OUT-001,Tablet,29,13515.87,11:00,T-001
20250428,11,OUT-001,Wearable,21,3918.25,11:00,T-001
20250428,12,OUT-001,Phone,55,44696.13,12:00,T-001
20250428,12,OUT-001,Tablet,47,23079.66,12:00,T-001
20250428,12,OUT-001,Wearable,26,5071.29,12:00,T-001
20250428,13,OUT-001,Phone,77,55843.87,13:00,T-001
20250428,13,OUT-001,Tablet,40,16553.8,13:00,T-001
20250428,13,OUT-001,Wearable,28,4930.28,13:00,T-001
20250428,14,OUT-001,Phone,74,58264.91,14:00,T-001
20250428,14,OUT-001,Tablet,49,22441.27,14:00,T-001
20250428,14,OUT-001,Wearable,23,4005.37,14:00,T-001
20250428,15,OUT-001,Phone,72,50543.1,15:00,T-001
20250428,15,OUT-001,Tablet,45,20949.85,15:00,T-001
20250428,15,OUT-001,Wearable,30,4872.92,15:00,T-001
20250428,16,OUT-001,Phone,56,38672.82,16:00,T-001
20250428,16,OUT-001,Tablet,44,18688.89,16:00,T-001
20250428,16,OUT-001,Wearable,24,4054.82,16:00,T-001
20250428,17,OUT-001,Phone,54,37194.72,17:00,T-001
20250428,17,OUT-001,Tablet,52,24132.91,17:00,T-001
20250428,17,OUT-001,Wearable,30,5886.53,17:00,T-001
20250428,18,OUT-001,Phone,71,55466,18:00,T-001
20250428,18,OUT-001,Tablet,38,18319.03,18:00,T-001
20250428,18,OUT-001,Wearable,23,4269.49,18:00,T-001
20250428,19,OUT-001,Phone,52,39515.34,19:00,T-001
20250428,19,OUT-001,Tablet,35,16997.41,19:00,T-001
20250428,19,OUT-001,Wearable,19,3251.28,19:00,T-001
20250428,20,OUT-001,Phone,44,35878.8,20:00,T-001
20250428,20,OUT-001,Tablet,31,15129.32,20:00,T-001
20250428,20,OUT-001,Wearable,16,2837.94,20:00,T-001
20250428,21,OUT-001,Phone,52,41105.07,21:00,T-001
20250428,21,OUT-001,Tablet,27,11328.58,21:00,T-001
20250428,21,OUT-001,Wearable,14,2659.66,21:00,T-001
20250428,22,OUT-001,Phone,5,3624.49,22:00,T-001
20250428,22,OUT-001,Tablet,3,1473.01,22:00,T-001
20250428,22,OUT-001,Wearable,2,355.72,22:00,T-001
20250428,23,OUT-001,Phone,5,4071.44,23:00,T-001
20250428,23,OUT-001,Tablet,4,1684.24,23:00,T-001
20250428,23,OUT-001,Wearable,2,334.36,23:00,T-001
20250428,0,OUT-011,Phone,6,4246.55,00:00,T-005
20250428,0,OUT-011,Tablet,4,1948.54,00:00,T-005
20250428,0,OUT-011,Wearable,2,331.44,00:00,T-005
20250428,1,OUT-011,Phone,4,3042.81,01:00,T-005
20250428,1,OUT-011,Tablet,3,1335.39,01:00,T-005
20250428,1,OUT-011,Wearable,2,334.72,01:00,T-005
20250428,2,OUT-011,Phone,6,4889.6,02:00,T-005
20250428,2,OUT-011,Tablet,4,1715.92,02:00,T-005
20250428,2,OUT-011,Wearable,2,389.13,02:00,T-005
20250428,3,OUT-011,Phone,6,4513.84,03:00,T-005
20250428,3,OUT-011,Tablet,4,1796.64,03:00,T-005
20250428,3,OUT-011,Wearable,2,384.77,03:00,T-005
20250428,4,OUT-011,Phone,6,4756.84,04:00,T-005
20250428,4,OUT-011,Tablet,4,1621.19,04:00,T-005
20250428,4,OUT-011,Wearable,2,382.89,04:00,T-005
20250428,5,OUT-011,Phone,5,3800.43,05:00,T-005
20250428,5,OUT-011,Tablet,4,1749.21,05:00,T-005
20250428,5,OUT-011,Wearable,2,352.84,05:00,T-005
20250428,6,OUT-011,Phone,6,4912.94,06:00,T-005
20250428,6,OUT-011,Tablet,3,1359.35,06:00,T-005
20250428,6,OUT-011,Wearable,2,329.79,06:00,T-005
20250428,7,OUT-011,Phone,5,3949.88,07:00,T-005
20250428,7,OUT-011,Tablet,4,1683.58,07:00,T-005
20250428,7,OUT-011,Wearable,1,175.83,07:00,T-005
20250428,8,OUT-011,Phone,5,3896.91,08:00,T-005
20250428,8,OUT-011,Tablet,4,1847.02,08:00,T-005
20250428,8,OUT-011,Wearable,2,330.11,08:00,T-005
20250428,9,OUT-011,Phone,47,36909.04,09:00,T-005
20250428,9,OUT-011,Tablet,25,10559.46,09:00,T-005
20250428,9,OUT-011,Wearable,19,3483.57,09:00,T-005
20250428,10,OUT-011,Phone,44,30115.75,10:00,T-005
20250428,10,OUT-011,Tablet,30,12980.87,10:00,T-005
20250428,10,OUT-011,Wearable,18,3456.59,10:00,T-005
20250428,11,OUT-011,Phone,44,36272.5,11:00,T-005
20250428,11,OUT-011,Tablet,24,9841.08,11:00,T-005
20250428,11,OUT-011,Wearable,20,3270.83,11:00,T-005
20250428,12,OUT-011,Phone,57,45375.74,12:00,T-005
20250428,12,OUT-011,Tablet,48,21420.16,12:00,T-005
20250428,12,OUT-011,Wearable,28,5417.25,12:00,T-005
20250428,13,OUT-011,Phone,58,44190.31,13:00,T-005
20250428,13,OUT-011,Tablet,52,21232.59,13:00,T-005
20250428,13,OUT-011,Wearable,23,4267.37,13:00,T-005
20250428,14,OUT-011,Phone,66,53638.39,14:00,T-005
20250428,14,OUT-011,Tablet,36,16852.2,14:00,T-005
20250428,14,OUT-011,Wearable,23,3868.62,14:00,T-005
20250428,15,OUT-011,Phone,55,39660.53,15:00,T-005
20250428,15,OUT-011,Tablet,50,22302.83,15:00,T-005
20250428,15,OUT-011,Wearable,23,4215.38,15:00,T-005
20250428,16,OUT-011,Phone,76,52512.18,16:00,T-005
20250428,16,OUT-011,Tablet,44,20984.73,16:00,T-005
20250428,16,OUT-011,Wearable,23,4392.09,16:00,T-005
20250428,17,OUT-011,Phone,65,51787.33,17:00,T-005
20250428,17,OUT-011,Tablet,53,24700.96,17:00,T-005
20250428,17,OUT-011,Wearable,25,4928.27,17:00,T-005
20250428,18,OUT-011,Phone,69,47996.36,18:00,T-005
20250428,18,OUT-011,Tablet,51,24295.34,18:00,T-005
20250428,18,OUT-011,Wearable,29,5317.18,18:00,T-005
20250428,19,OUT-011,Phone,42,29110.7,19:00,T-005
20250428,19,OUT-011,Tablet,25,11059.1,19:00,T-005
20250428,19,OUT-011,Wearable,19,3456.53,19:00,T-005
20250428,20,OUT-011,Phone,43,34995.61,20:00,T-005
20250428,20,OUT-011,Tablet,24,9935.93,20:00,T-005
20250428,20,OUT-011,Wearable,20,3680.96,20:00,T-005
20250428,21,OUT-011,Phone,49,33189.88,21:00,T-005
20250428,21,OUT-011,Tablet,29,11761.57,21:00,T-005
20250428,21,OUT-011,Wearable,15,2478.14,21:00,T-005
20250428,22,OUT-011,Phone,6,4848.22,22:00,T-005
20250428,22,OUT-011,Tablet,3,1433,22:00,T-005
20250428,22,OUT-011,Wearable,2,373.85,22:00,T-005
20250428,23,OUT-011,Phone,5,3854.87,23:00,T-005
20250428,23,OUT-011,Tablet,4,1768.33,23:00,T-005
20250428,23,OUT-011,Wearable,2,367.96,23:00,T-005
20250428,0,OUT-021,Phone,4,2808,00:00,T-009
20250428,0,OUT-021,Tablet,3,1471.58,00:00,T-009
20250428,0,OUT-021,Wearable,2,380.35,00:00,T-009
20250428,1,OUT-021,Phone,5,3378.43,01:00,T-009
20250428,1,OUT-021,Tablet,3,1246.73,01:00,T-009
20250428,1,OUT-021,Wearable,2,330.89,01:00,T-009
20250428,2,OUT-021,Phone,5,3945.85,02:00,T-009
20250428,2,OUT-021,Tablet,4,1698.94,02:00,T-009
20250428,2,OUT-021,Wearable,2,371.47,02:00,T-009
20250428,3,OUT-021,Phone,5,3520.29,03:00,T-009
20250428,3,OUT-021,Tablet,4,1866.69,03:00,T-009
20250428,3,OUT-021,Wearable,2,358.16,03:00,T-009
20250428,4,OUT-021,Phone,5,3877.61,04:00,T-009
20250428,4,OUT-021,Tablet,3,1389.11,04:00,T-009
20250428,4,OUT-021,Wearable,2,355.3,04:00,T-009
20250428,5,OUT-021,Phone,5,3978.87,05:00,T-009
20250428,5,OUT-021,Tablet,4,1635.59,05:00,T-009
20250428,5,OUT-021,Wearable,2,390.59,05:00,T-009
20250428,6,OUT-021,Phone,5,3964.12,06:00,T-009
20250428,6,OUT-021,Tablet,3,1246.34,06:00,T-009
20250428,6,OUT-021,Wearable,2,375.94,06:00,T-009
20250428,7,OUT-021,Phone,6,4343.38,07:00,T-009
20250428,7,OUT-021,Tablet,3,1397.75,07:00,T-009
20250428,7,OUT-021,Wearable,2,380.09,07:00,T-009
20250428,8,OUT-021,Phone,5,3448.55,08:00,T-009
20250428,8,OUT-021,Tablet,4,1933.16,08:00,T-009
20250428,8,OUT-021,Wearable,2,339.89,08:00,T-009
20250428,9,OUT-021,Phone,44,32897.09,09:00,T-009
20250428,9,OUT-021,Tablet,34,14213.52,09:00,T-009
20250428,9,OUT-021,Wearable,21,3745.97,09:00,T-009
20250428,10,OUT-021,Phone,42,29209.35,10:00,T-009
20250428,10,OUT-021,Tablet,32,14780.22,10:00,T-009
20250428,10,OUT-021,Wearable,21,3554.87,10:00,T-009
20250428,11,OUT-021,Phone,38,29595.6,11:00,T-009
20250428,11,OUT-021,Tablet,24,10014.84,11:00,T-009
20250428,11,OUT-021,Wearable,20,3570.18,11:00,T-009
20250428,12,OUT-021,Phone,58,42139.11,12:00,T-009
20250428,12,OUT-021,Tablet,51,23425.69,12:00,T-009
20250428,12,OUT-021,Wearable,30,5549.04,12:00,T-009
20250428,13,OUT-021,Phone,70,49034.32,13:00,T-009
20250428,13,OUT-021,Tablet,53,25543.37,13:00,T-009
20250428,13,OUT-021,Wearable,22,4242.72,13:00,T-009
20250428,14,OUT-021,Phone,67,55231.43,14:00,T-009
20250428,14,OUT-021,Tablet,46,22095.13,14:00,T-009
20250428,14,OUT-021,Wearable,24,4518.74,14:00,T-009
20250428,15,OUT-021,Phone,73,51975.86,15:00,T-009
20250428,15,OUT-021,Tablet,41,18743.23,15:00,T-009
20250428,15,OUT-021,Wearable,31,5682.42,15:00,T-009
20250428,16,OUT-021,Phone,58,44141.2,16:00,T-009
20250428,16,OUT-021,Tablet,36,17755.8,16:00,T-009
20250428,16,OUT-021,Wearable,22,3936.76,16:00,T-009
20250428,17,OUT-021,Phone,74,50323.19,17:00,T-009
20250428,17,OUT-021,Tablet,45,20166.04,17:00,T-009
20250428,17,OUT-021,Wearable,30,5746.99,17:00,T-009
20250428,18,OUT-021,Phone,66,46931.06,18:00,T-009
20250428,18,OUT-021,Tablet,46,18681.43,18:00,T-009
20250428,18,OUT-021,Wearable,29,5689.73,18:00,T-009
20250428,19,OUT-021,Phone,38,27336.01,19:00,T-009
20250428,19,OUT-021,Tablet,31,12808.14,19:00,T-009
20250428,19,OUT-021,Wearable,17,2940.56,19:00,T-009
20250428,20,OUT-021,Phone,48,38577.04,20:00,T-009
20250428,20,OUT-021,Tablet,32,13030.31,20:00,T-009
20250428,20,OUT-021,Wearable,17,3226.36,20:00,T-009
20250428,21,OUT-021,Phone,51,37526.01,21:00,T-009
20250428,21,OUT-021,Tablet,33,14465.15,21:00,T-009
20250428,21,OUT-021,Wearable,17,3141.64,21:00,T-009
20250428,22,OUT-021,Phone,6,4113.63,22:00,T-009
20250428,22,OUT-021,Tablet,4,1739.85,22:00,T-009
20250428,22,OUT-021,Wearable,1,177.33,22:00,T-009
20250428,23,OUT-021,Phone,5,4084.57,23:00,T-009
20250428,23,OUT-021,Tablet,4,1906.01,23:00,T-009
20250428,23,OUT-021,Wearable,2,329.83,23:00,T-009
20250428,0,OUT-031,Phone,6,4712.18,00:00,T-013
20250428,0,OUT-031,Tablet,3,1470.24,00:00,T-013
20250428,0,OUT-031,Wearable,2,387.93,00:00,T-013
20250428,1,OUT-031,Phone,5,3649.19,01:00,T-013
20250428,1,OUT-031,Tablet,4,1751.61,01:00,T-013
20250428,1,OUT-031,Wearable,2,364.23,01:00,T-013
20250428,2,OUT-031,Phone,4,3125.6,02:00,T-013
20250428,2,OUT-031,Tablet,3,1479.94,02:00,T-013
20250428,2,OUT-031,Wearable,2,332.18,02:00,T-013
20250428,3,OUT-031,Phone,5,4079.36,03:00,T-013
20250428,3,OUT-031,Tablet,4,1965.28,03:00,T-013
20250428,3,OUT-031,Wearable,2,377.64,03:00,T-013
20250428,4,OUT-031,Phone,5,3639.53,04:00,T-013
20250428,4,OUT-031,Tablet,3,1398.66,04:00,T-013
20250428,4,OUT-031,Wearable,2,328.56,04:00,T-013
20250428,5,OUT-031,Phone,5,3739.67,05:00,T-013
20250428,5,OUT-031,Tablet,4,1664.18,05:00,T-013
20250428,5,OUT-031,Wearable,2,372.84,05:00,T-013
20250428,6,OUT-031,Phone,6,4313.04,06:00,T-013
20250428,6,OUT-031,Tablet,4,1907.97,06:00,T-013
20250428,6,OUT-031,Wearable,2,382.23,06:00,T-013
20250428,7,OUT-031,Phone,7,4793.91,07:00,T-013
20250428,7,OUT-031,Tablet,4,1784.83,07:00,T-013
20250428,7,OUT-031,Wearable,1,194.33,07:00,T-013
20250428,8,OUT-031,Phone,5,4092.47,08:00,T-013
20250428,8,OUT-031,Tablet,3,1289.5,08:00,T-013
20250428,8,OUT-031,Wearable,2,359.74,08:00,T-013
20250428,9,OUT-031,Phone,51,38408.26,09:00,T-013
20250428,9,OUT-031,Tablet,31,13372.94,09:00,T-013
20250428,9,OUT-031,Wearable,21,3811.32,09:00,T-013
20250428,10,OUT-031,Phone,38,27626.19,10:00,T-013
20250428,10,OUT-031,Tablet,29,13427.63,10:00,T-013
20250428,10,OUT-031,Wearable,16,2628.26,10:00,T-013
20250428,11,OUT-031,Phone,51,36202.31,11:00,T-013
20250428,11,OUT-031,Tablet,35,16205.72,11:00,T-013
20250428,11,OUT-031,Wearable,17,2963.79,11:00,T-013
20250428,12,OUT-031,Phone,71,51400.16,12:00,T-013
20250428,12,OUT-031,Tablet,46,21515.02,12:00,T-013
20250428,12,OUT-031,Wearable,30,5340.88,12:00,T-013
20250428,13,OUT-031,Phone,62,43077.17,13:00,T-013
20250428,13,OUT-031,Tablet,50,21022.82,13:00,T-013
20250428,13,OUT-031,Wearable,24,4306.39,13:00,T-013
20250428,14,OUT-031,Phone,80,63237,14:00,T-013
20250428,14,OUT-031,Tablet,36,15724.11,14:00,T-013
20250428,14,OUT-031,Wearable,26,4367.72,14:00,T-013
20250428,15,OUT-031,Phone,78,60978.2,15:00,T-013
20250428,15,OUT-031,Tablet,41,20196.13,15:00,T-013
20250428,15,OUT-031,Wearable,30,5608.29,15:00,T-013
20250428,16,OUT-031,Phone,71,49559.61,16:00,T-013
20250428,16,OUT-031,Tablet,40,16348.15,16:00,T-013
20250428,16,OUT-031,Wearable,25,4163.83,16:00,T-013
20250428,17,OUT-031,Phone,61,42863.14,17:00,T-013
20250428,17,OUT-031,Tablet,46,18773.61,17:00,T-013
20250428,17,OUT-031,Wearable,25,4359.46,17:00,T-013
20250428,18,OUT-031,Phone,64,48382.72,18:00,T-013
20250428,18,OUT-031,Tablet,38,16421.33,18:00,T-013
20250428,18,OUT-031,Wearable,31,5473.49,18:00,T-013
20250428,19,OUT-031,Phone,44,30659.53,19:00,T-013
20250428,19,OUT-031,Tablet,29,12580.77,19:00,T-013
20250428,19,OUT-031,Wearable,14,2640.2,19:00,T-013
20250428,20,OUT-031,Phone,53,38408.68,20:00,T-013
20250428,20,OUT-031,Tablet,32,14324.86,20:00,T-013
20250428,20,OUT-031,Wearable,16,3135.75,20:00,T-013
20250428,21,OUT-031,Phone,53,40336.13,21:00,T-013
20250428,21,OUT-031,Tablet,25,11396.77,21:00,T-013
20250428,21,OUT-031,Wearable,20,3558.32,21:00,T-013
20250428,22,OUT-031,Phone,6,4708.48,22:00,T-013
20250428,22,OUT-031,Tablet,4,1670.19,22:00,T-013
20250428,22,OUT-031,Wearable,2,346.18,22:00,T-013
20250428,23,OUT-031,Phone,5,4005.66,23:00,T-013
20250428,23,OUT-031,Tablet,3,1239.97,23:00,T-013
20250428,23,OUT-031,Wearable,1,185.09,23:00,T-013
20250428,0,OUT-041,Phone,6,4249.93,00:00,T-017
20250428,0,OUT-041,Tablet,4,1720.05,00:00,T-017
20250428,0,OUT-041,Wearable,1,181.38,00:00,T-017
20250428,1,OUT-041,Phone,5,3878.67,01:00,T-017
20250428,1,OUT-041,Tablet,3,1353.18,01:00,T-017
20250428,1,OUT-041,Wearable,2,346.88,01:00,T-017
20250428,2,OUT-041,Phone,6,4899.06,02:00,T-017
20250428,2,OUT-041,Tablet,4,1749.98,02:00,T-017
20250428,2,OUT-041,Wearable,2,385.47,02:00,T-017
20250428,3,OUT-041,Phone,5,3654.62,03:00,T-017
20250428,3,OUT-041,Tablet,3,1309.87,03:00,T-017
20250428,3,OUT-041,Wearable,2,386.95,03:00,T-017
20250428,4,OUT-041,Phone,5,3920.89,04:00,T-017
20250428,4,OUT-041,Tablet,3,1483,04:00,T-017
20250428,4,OUT-041,Wearable,2,344.78,04:00,T-017
20250428,5,OUT-041,Phone,6,4923.32,05:00,T-017
20250428,5,OUT-041,Tablet,3,1457.04,05:00,T-017
20250428,5,OUT-041,Wearable,2,366.28,05:00,T-017
20250428,6,OUT-041,Phone,5,3530.84,06:00,T-017
20250428,6,OUT-041,Tablet,3,1449.23,06:00,T-017
20250428,6,OUT-041,Wearable,2,328.76,06:00,T-017
20250428,7,OUT-041,Phone,7,5518.92,07:00,T-017
20250428,7,OUT-041,Tablet,3,1325.55,07:00,T-017
